PersonId,MetricDate,Model,Feature,Usage count by model and feature,PeopleHistoricalId
09a69926-8875-35d7-7735-6e4bef899d76,2026-02-22,gpt-5.5,code_completion,21,09a69926-8875-35d7-7735-6e4bef899d761771718400
09a69926-8875-35d7-7735-6e4bef899d76,2026-02-22,gpt-5.5,chat_inline,4,09a69926-8875-35d7-7735-6e4bef899d761771718400
09a69926-8875-35d7-7735-6e4bef899d76,2026-02-22,gpt-5.5,chat_panel_ask_mode,7,09a69926-8875-35d7-7735-6e4bef899d761771718400
09a69926-8875-35d7-7735-6e4bef899d76,2026-02-22,gpt-5.5,chat_panel_unknown_mode,2,09a69926-8875-35d7-7735-6e4bef899d761771718400
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-01,gpt-5.5,code_completion,22,09a69926-8875-35d7-7735-6e4bef899d761772323200
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-01,gpt-5.5,chat_inline,4,09a69926-8875-35d7-7735-6e4bef899d761772323200
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-01,gpt-5.5,chat_panel_ask_mode,7,09a69926-8875-35d7-7735-6e4bef899d761772323200
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-01,gpt-5.5,chat_panel_unknown_mode,1,09a69926-8875-35d7-7735-6e4bef899d761772323200
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-01,gpt-5.5,others,2,09a69926-8875-35d7-7735-6e4bef899d761772323200
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-15,gpt-5.5,code_completion,23,09a69926-8875-35d7-7735-6e4bef899d761773532800
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-15,gpt-5.5,chat_inline,4,09a69926-8875-35d7-7735-6e4bef899d761773532800
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-15,gpt-5.5,chat_panel_ask_mode,8,09a69926-8875-35d7-7735-6e4bef899d761773532800
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-15,gpt-5.5,chat_panel_unknown_mode,2,09a69926-8875-35d7-7735-6e4bef899d761773532800
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-29,gpt-5.5,code_completion,13,09a69926-8875-35d7-7735-6e4bef899d761774742400
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-29,auto,code_completion,4,09a69926-8875-35d7-7735-6e4bef899d761774742400
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-29,gpt-5.5,chat_inline,2,09a69926-8875-35d7-7735-6e4bef899d761774742400
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-29,gpt-5.3-codex,chat_inline,1,09a69926-8875-35d7-7735-6e4bef899d761774742400
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-29,gpt-5.5,chat_panel_ask_mode,6,09a69926-8875-35d7-7735-6e4bef899d761774742400
09a69926-8875-35d7-7735-6e4bef899d76,2026-03-29,gpt-5.5,chat_panel_unknown_mode,1,09a69926-8875-35d7-7735-6e4bef899d761774742400
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,code_completion,50,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,chat_inline,15,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,unknown,chat_panel_ask_mode,12,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,chat_panel_ask_mode,12,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,chat_panel_edit_mode,10,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,unknown,chat_panel_unknown_mode,2,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,chat_panel_unknown_mode,1,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,agent_edit,4,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-05,gpt-5.5,others,3,09a69926-8875-35d7-7735-6e4bef899d761775347200
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,auto,code_completion,39,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,code_completion,33,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,chat_inline,22,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,chat_panel_ask_mode,34,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,chat_panel_edit_mode,9,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,gpt-5.3-codex,chat_panel_edit_mode,5,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,chat_panel_unknown_mode,3,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,gpt-5.3-codex,chat_panel_unknown_mode,2,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,agent_edit,3,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,gpt-5.3-codex,agent_edit,2,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,claude-4.5-sonnet,others,1,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,auto,others,2,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-12,gpt-5.3-codex,others,2,09a69926-8875-35d7-7735-6e4bef899d761775952000
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,code_completion,41,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,chat_inline,9,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.3-codex,chat_inline,4,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,chat_panel_ask_mode,20,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,chat_panel_edit_mode,8,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,chat_panel_unknown_mode,3,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,unknown,agent_edit,2,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,agent_edit,1,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-04-26,gpt-5.5,others,2,09a69926-8875-35d7-7735-6e4bef899d761777161600
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,code_completion,49,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,chat_inline,15,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,chat_panel_ask_mode,23,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,chat_panel_edit_mode,7,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.3-codex,chat_panel_edit_mode,2,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,chat_panel_unknown_mode,3,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,agent_edit,2,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.3-codex,agent_edit,1,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.5,others,4,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-03,gpt-5.3-codex,others,1,09a69926-8875-35d7-7735-6e4bef899d761777766400
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.6-terra,code_completion,29,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.3-codex,code_completion,11,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,auto,chat_inline,7,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.3-codex,chat_inline,5,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.6-terra,chat_panel_ask_mode,12,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.3-codex,chat_panel_ask_mode,8,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.6-terra,chat_panel_edit_mode,5,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.3-codex,chat_panel_edit_mode,2,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.6-terra,chat_panel_unknown_mode,2,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.6-terra,agent_edit,2,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.3-codex,agent_edit,1,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.6-terra,others,3,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-10,gpt-5.3-codex,others,1,09a69926-8875-35d7-7735-6e4bef899d761778371200
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,code_completion,50,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,chat_inline,17,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,chat_panel_ask_mode,25,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,chat_panel_edit_mode,27,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,agent_edit,22,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.6-terra,chat_panel_custom_mode,7,09a69926-8875-35d7-7735-6e4bef899d761779580800
09a69926-8875-35d7-7735-6e4bef899d76,2026-05-24,gpt-5.3-codex,chat_panel_custom_mode,1,09a69926-8875-35d7-7735-6e4bef899d761779580800
